"date","on","1w","2w","1m","3m","6m","9m","1y"
"20160224","1.956","2.295","2.48","2.759","2.901","3.0255","3.103","3.204"
"20160223","1.933","2.283","2.464","2.775","2.927","3.0402","3.11","3.21"
"20160222","1.934","2.286","2.46","2.801","2.947","3.056","3.123","3.219"
"20160219","1.938","2.286","2.474","2.839","2.967","3.074","3.139","3.234"
"20160218","1.951","2.285","2.506","2.884","3.004","3.1","3.155","3.25"
"20160217","1.968","2.297","2.52","2.938","3.014","3.1","3.156","3.25"
"20160216","1.974","2.297","2.519","2.957","3.029","3.1","3.158","3.25"
"20160215","1.977","2.3","2.54","2.979","3.041","3.104","3.163","3.25"
"20160214","1.978","2.313","2.57","2.999","3.0495","3.1065","3.1665","3.251"
"20160206","2.281","2.353","2.853","3.044","3.058","3.1075","3.169","3.251"
"20160205","1.984","2.448","2.897","3.079","3.06","3.108","3.1742","3.25"
"20160204","1.983","2.455","2.903","3.089","3.061","3.109","3.177","3.253"
"20160203","1.983","2.453","2.894","3.095","3.071","3.113","3.178","3.262"
"20160202","1.984","2.455","2.892","3.101","3.081","3.1195","3.184","3.265"
"20160201","1.987","2.444","2.875","3.127","3.082","3.1188","3.184","3.265"
"20160129","1.989","2.33","2.916","3.168","3.103","3.1225","3.1836","3.265"
"20160128","1.992","2.362","2.945","3.134","3.107","3.1205","3.1806","3.265"
"20160127","1.995","2.359","2.931","3.092","3.104","3.121","3.181","3.265"
"20160126","1.997","2.363","2.9","3.057","3.073","3.1235","3.1842","3.2682"
"20160125","2.009","2.376","2.843","3.019","3.0415","3.118","3.18","3.259"
"20160122","2.028","2.4","2.836","2.99","3.031","3.113","3.178","3.256"
"20160121","2.014","2.405","2.812","2.918","2.986","3.103","3.174","3.253"
"20160120","1.983","2.341","2.729","2.874","2.9705","3.104","3.172","3.253"
"20160119","1.959","2.316","2.726","2.881","2.976","3.105","3.174","3.25"
"20160118","1.954","2.308","2.73","2.886","2.985","3.118","3.188","3.2705"
"20160115","1.956","2.303","2.738","2.899","3.008","3.136","3.211","3.295"
"20160114","1.95","2.3","2.756","2.931","3.027","3.152","3.232","3.318"
"20160113","1.95","2.3","2.773","2.967","3.041","3.163","3.24","3.3345"
"20160112","1.951","2.3","2.798","2.998","3.053","3.172","3.246","3.34"
"20160111","1.951","2.303","2.817","2.998","3.0585","3.1783","3.248","3.344"
"20160108","1.958","2.308","2.867","2.999","3.067","3.1856","3.249","3.345"
"20160107","1.966","2.313","2.895","2.9995","3.0746","3.191","3.25","3.346"
"20160106","1.98","2.322","2.9","3","3.082","3.194","3.25","3.347"
"20160105","1.998","2.33","2.902","3.001","3.086","3.2","3.25","3.35"
"20160104","1.995","2.335","2.904","3.001","3.086","3.2","3.25","3.35"
